id,day,month,year,lat,long,depth,habitat,parasite,syear,smonth,sday,slong,slat,sdepth,stemp,ssal
8947,22,10,2017,41.5334,2.477,11,Phanerogams,1,2017,10,15,2,42,15.07853985,19.55766678,37.63529587
8948,22,10,2017,41.5235,2.4833,11,,1,2017,10,15,2,42,15.07853985,19.55766678,37.63529587
8949,22,10,2017,41.5235,2.4833,10,Phanerogams,1,2017,10,15,2,42,5.021589756,20.1744194,37.61028671
9005,28,10,2017,39.536,2.3766,9,Phanerogams,1,2017,10,15,2,40,5.021589756,22.31374931,37.24343872
9060,7,11,2017,39.528,2.4388,6,Phanerogams,1,2017,11,15,2,40,5.021589756,19.68309402,37.41622925
9092,12,11,2017,41.721,2.9395,6,Mixed,1,2017,11,15,3,42,5.021589756,16.36406517,37.9590683
9093,12,11,2017,41.8472,3.1378,15,Phanerogams,1,2017,11,15,3,42,15.07853985,15.99241924,37.97503662
9122,20,11,2017,41.198,1.6728,0,Rocky,1,2017,11,15,2,41,5.021589756,18.27131271,37.66698837
9129,20,11,2017,41.198,1.6728,0,Rocky,1,2017,11,15,2,41,5.021589756,18.27131271,37.66698837
9130,2,11,2017,41.198,1.6728,0,Mixed,1,2017,11,15,2,41,5.021589756,18.27131271,37.66698837
9152,22,11,2017,41.6733,2.8041,9,Phanerogams,1,2017,11,15,3,42,5.021589756,16.36406517,37.9590683
9181,3,12,2017,41.1982,1.6723,0,Rocky,1,2017,12,15,2,41,5.021589756,15.59698009,37.85313416
9188,4,12,2017,41.1981,1.6727,0,Rocky,1,2017,12,15,2,41,5.021589756,15.59698009,37.85313416
9236,13,11,2017,39.5041,2.5433,4,Phanerogams,1,2017,11,15,3,40,5.021589756,19.48228455,37.5630722
9237,17,12,2017,41.1982,1.6721,0,Rocky,1,2017,12,15,2,41,5.021589756,15.59698009,37.85313416
9248,20,12,2017,41.1982,1.6722,0,Sandy,1,2017,12,15,2,41,5.021589756,15.59698009,37.85313416
9296,12,4,2017,40.9262,0.8493,6,Phanerogams,1,2017,4,15,1,41,5.021589756,15.86876869,37.96554565
9328,19,1,2018,41.7306,2.948,4,Phanerogams,1,2018,1,15,3,42,5.021589756,13.54775906,38.12898254
9348,18,11,2017,39.4746,2.481,"15,6",Phanerogams,1,2017,11,15,2,39,15.07853985,20.50356102,37.23814774
9360,13,12,2017,39.747,3.4607,20,Mixed,1,2017,12,15,3,40,15.07853985,16.38420677,37.76403809
9387,28,11,2017,40.0094,4.2036,3,Mixed,1,2017,11,15,4,40,5.021589756,19.2808857,37.72914505
9401,1,10,2017,39.966,3.8321,10,Phanerogams,1,2017,10,15,4,40,5.021589756,22.39001083,37.61528397
9402,1,10,2017,39.966,3.8321,12,Phanerogams,1,2017,10,15,4,40,15.07853985,22.28085136,37.66992569
OCB20,24,10,2016,39.885501,4.292812,10,,1,2016,10,15,4,40,5.021589756,23.12238503,37.80195236
OCB21,29,10,2016,39.530986,2.594686,"7,5",,1,2016,10,15,3,40,5.021589756,23.23838234,37.75854111
OCB24,29,10,2016,39.527148,2.431373,15,,1,2016,10,15,2,40,15.07853985,23.47872734,37.83393097
OCB25,4,11,2016,39.900401,3.105065,5,,1,2016,11,15,3,40,5.021589756,19.98210144,37.7573967
OCB26,5,11,2016,39.835186,3.159721,3,,1,2016,11,15,3,40,5.021589756,19.98210144,37.7573967
OCB27,4,11,2016,39.90565,3.102925,2,,1,2016,11,15,3,40,5.021589756,19.98210144,37.7573967
OCB28,4,11,2016,39.890315,3.204855,3,,1,2016,11,15,3,40,5.021589756,19.98210144,37.7573967
OCB29,3,11,2016,39.009046,1.293647,7,,1,2016,11,15,1,39,5.021589756,20.0226593,37.33624268
OCB42,20,11,2016,39.579454,2.326762,5,Phanerogams,1,2016,11,15,2,40,5.021589756,19.93066597,37.74733353
OCB43,24,11,2016,39.542214,2.381865,10,Phanerogams,1,2016,11,15,2,40,5.021589756,19.93066597,37.74733353
OCB44,24,10,2016,39.506232,2.442428,20,,1,2016,10,15,2,40,15.07853985,23.47872734,37.83393097
OCB45,28,11,2016,39.505788,2.446156,15,,1,2016,11,15,2,40,15.07853985,19.9922924,37.79045868
OCB46,26,10,2016,38.98245,1.285054,22,,1,2016,10,15,1,39,25.16045952,23.03216934,37.38422394
OCB47,26,10,2016,38.983426,1.287846,15,,1,2016,10,15,1,39,15.07853985,23.97140121,37.35953903
OCB48,25,10,2016,38.981096,1.287478,15,,1,2016,10,15,1,39,15.07853985,23.97140121,37.35953903
OCB49,25,10,2016,38.978713,1.285728,15,,1,2016,10,15,1,39,15.07853985,23.97140121,37.35953903
OCB50,25,10,2016,38.976928,1.290277,15,,1,2016,10,15,1,39,15.07853985,23.97140121,37.35953903
OCB60,14,12,2016,39.706,3.485,8,,1,2016,12,15,3,40,5.021589756,17.49161911,37.62281799
OCB63,3,3,2017,39.542214,2.381865,10,Phanerogams,1,2017,3,15,2,40,5.021589756,14.72775078,37.93455887
OCB64,10,3,2017,39.15199,2.94666,20,Phanerogams,1,2017,3,15,3,39,15.07853985,15.23615265,37.51137924
OCB65,10,3,2017,39.15067,2.94325,10,Phanerogams,1,2017,3,15,3,39,5.021589756,15.33801842,37.48655701
OCB37,5,10,2017,38.783441,1.449777,8,,1,2017,10,15,1,39,5.021589756,23.1049881,36.81454468
OCI3,6,7,2017,39.153403,2.929223,5,NA,1,2017,7,15,3,39,5.021589756,25.88962555,37.21883774
OCI5,24,6,2017,39.822148,4.223085,"9,5",NA,1,2017,6,15,4,40,5.021589756,23.3099308,37.68487549
OCI5,5,8,2017,39.822148,4.223085,"9,5",NA,1,2017,8,15,4,40,5.021589756,26.36619949,37.67045593
OCI6,24,6,2017,39.822148,4.223085,"9,5",NA,1,2017,6,15,4,40,5.021589756,23.3099308,37.68487549
OCI7,24,6,2017,39.822148,4.223085,"9,5",NA,1,2017,6,15,4,40,5.021589756,23.3099308,37.68487549
OCI8,24,6,2017,39.822148,4.223085,"9,5",NA,1,2017,6,15,4,40,5.021589756,23.3099308,37.68487549
OCI9,2,7,2017,39.82448,4.222629,15,NA,1,2017,7,15,4,40,15.07853985,24.74635887,37.71218109
OCI10,2,7,2017,39.82448,4.222629,15,NA,1,2017,7,15,4,40,15.07853985,24.74635887,37.71218109
OCI11,23,6,2017,39.821954,4.220667,"4,5",NA,1,2017,6,15,4,40,5.021589756,23.3099308,37.68487549
OCI11,1,7,2017,39.821954,4.220667,"4,5",NA,1,2017,7,15,4,40,5.021589756,25.58657455,37.64914322
OCI12,23,6,2017,39.821954,4.220667,"4,5",NA,1,2017,6,15,4,40,5.021589756,23.3099308,37.68487549
OCI12,1,7,2017,39.821954,4.220667,"4,5",NA,1,2017,7,15,4,40,5.021589756,25.58657455,37.64914322
OCI13,1,7,2017,39.821954,4.220667,"4,5",NA,1,2017,7,15,4,40,5.021589756,25.58657455,37.64914322
OCI14,5,8,2017,39.821954,4.220667,"4,5",NA,1,2017,8,15,4,40,5.021589756,26.36619949,37.67045593
OCI15,5,8,2017,39.8245,4.2227,24,NA,1,2017,8,15,4,40,25.16045952,24.23727989,37.85098267
OCI16,5,8,2017,39.8245,4.2227,24,NA,1,2017,8,15,4,40,25.16045952,24.23727989,37.85098267
OCI17,5,8,2017,39.8245,4.2227,24,NA,1,2017,8,15,4,40,25.16045952,24.23727989,37.85098267
OCI18,5,8,2017,39.8245,4.2227,24,NA,1,2017,8,15,4,40,25.16045952,24.23727989,37.85098267
OCI19,5,8,2017,39.8245,4.2227,24,NA,1,2017,8,15,4,40,25.16045952,24.23727989,37.85098267
OCI27,25,8,2017,39.9801,3.8336,4,NA,1,2017,8,15,4,40,5.021589756,26.36619949,37.67045593
SEM2,4,10,2016,37.309245,-1.702881,5,Phanerogams,1,2016,10,15,-2,37,5.021589756,21.72636795,36.72460938
SEM3,20,12,2016,36.71502,-3.80462,5,,1,2016,12,15,-4,37,5.021589756,16.32175255,36.62938309
SEM5,17,10,2016,38.16177,-0.481164,5,,1,2016,10,15,0,38,5.021589756,23.02945709,37.0513382
SEM6,19,10,2016,38.638885,0.047645,5,,1,2016,10,15,0,39,5.021589756,23.26966095,37.27472687
SEM7,16,10,2016,38.61604,0.030175,5,,1,2016,10,15,0,39,5.021589756,23.26966095,37.27472687
SEM8,26,11,2016,38.616988,0.020086,5,Phanerogams,1,2016,11,15,0,39,5.021589756,19.78945351,37.31844711
SEM9,27,11,2016,38.616988,0.020086,5,Phanerogams,1,2016,11,15,0,39,5.021589756,19.78945351,37.31844711
SEM11,1,2,2017,38.638885,0.047645,5,,1,2017,2,15,0,39,5.021589756,14.38997746,37.82825851
SEM12,14,5,2017,38.616988,0.020086,5,Phanerogams,1,2017,5,15,0,39,5.021589756,19.07855988,37.29120636
SEM13,28,9,2016,38.906585,1.44027,5,Phanerogams,1,2016,9,15,1,39,5.021589756,26.36647415,37.43667221
SEM14,1,11,2016,39.134478,2.919041,5,Phanerogams,1,2016,11,15,3,39,5.021589756,20.61909485,37.52667236
SEM15,1,12,2016,39.153278,2.929377,5,Phanerogams,1,2016,12,15,3,39,5.021589756,17.96152115,37.39894867
SEM17,20,10,2016,37.95969,-0.654853,5,,1,2016,10,15,-1,38,5.021589756,22.5436039,36.97864532
SEM18,22,10,2016,37.425399,-1.51009,5,,1,2016,10,15,-2,37,5.021589756,21.72636795,36.72460938
SEM19,29,10,2016,39.519434,2.688795,5,,1,2016,10,15,3,40,5.021589756,23.23838234,37.75854111
SEM20,5,9,2017,35.184839,-2.436051,5,,1,2017,9,15,-2,35,5.021589756,23.30179024,36.50065994
SEM21,10,8,2017,35.179288,-2.872574,5,,1,2017,8,15,-3,35,5.021589756,23.23882294,36.57079697
SEM22,3,6,2017,40.879773,0.806378,5,,1,2017,6,15,1,41,5.021589756,23.3516922,37.68358994
SEM23,10,9,2017,40.879773,0.806378,5,,1,2017,9,15,1,41,5.021589756,24.4597683,37.84489822
SEM24,5,10,2017,41.524249,2.452021,5,,1,2017,10,15,2,42,5.021589756,20.1744194,37.61028671
SEM25,27,10,2017,41.713987,2.941019,5,,1,2017,10,15,3,42,5.021589756,19.55779457,37.80544281
SEM26,3,11,2017,41.845769,3.116438,5,,1,2017,11,15,3,42,5.021589756,16.36406517,37.9590683
OcN10,7,12,2017,42.047266,3.218666,"5,8",Phanerogams     ,1,2017,12,15,3,42,5.021589756,14.0310545,38.11434555
OcN11,7,12,2017,42.047266,3.218666,"5,8",Phanerogams     ,1,2017,12,15,3,42,5.021589756,14.0310545,38.11434555
OcN49,25,10,2016,38.81449,0.117701,8,Mixed,1,2016,10,15,0,39,5.021589756,23.26966095,37.27472687
OcN50,15,6,2017,38.81449,0.117701,8,Mixed,1,2017,6,15,0,39,5.021589756,23.80185699,37.21331024
OcN52,17,10,2016,38.16998,-0.46949,8,Phanerogams     ,1,2016,10,15,0,38,5.021589756,23.02945709,37.0513382
OcN53,12,4,2017,38.16998,-0.46949,8,Phanerogams     ,1,2017,4,15,0,38,5.021589756,16.89906311,37.09916306
OcN55,9,3,2017,38.61412,0.02155,10,Phanerogams     ,1,2017,3,15,0,39,5.021589756,15.01567173,37.61048126
OcN56,19,10,2016,38.5379,-0.07357,12,Phanerogams     ,1,2016,10,15,0,39,15.07853985,23.50820351,37.34897614
OcN57,12,7,2017,38.5379,-0.07357,12,Phanerogams     ,1,2017,7,15,0,39,15.07853985,24.31232834,37.32742691
OcN58,18,10,2017,40.22067,0.28397,5,Mixed,1,2017,10,15,0,40,5.021589756,22.83289719,37.10898972
OcN59,16,10,2016,38.75315,0.22879,5,Rocky,1,2016,10,15,0,39,5.021589756,23.26966095,37.27472687
OcN60,12,6,2017,38.75315,0.22879,5,Rocky,1,2017,6,15,0,39,5.021589756,23.80185699,37.21331024
OcN63,14,10,2016,36.992367,-1.886911,12,Phanerogams     ,1,2016,10,15,-2,37,15.07853985,21.33419037,36.71982574
OcN67,17,10,2016,37.30935,-1.695979,20,Phanerogams     ,1,2016,10,15,-2,37,15.07853985,21.33419037,36.71982574
OcN69,10,5,2017,37.30935,-1.695979,20,Phanerogams     ,1,2017,5,15,-2,37,15.07853985,18.12647247,36.8078804
OcN72,5,10,2016,36.93437,-1.933784,15,Phanerogams     ,1,2016,10,15,-2,37,15.07853985,21.33419037,36.71982574
OcN74,12,7,2017,36.93437,-1.933784,15,Phanerogams     ,1,2017,7,15,-2,37,15.07853985,21.95506287,36.78432465
OcN75,18,10,2016,36.783962,-2.060201,15,Mixed,1,2016,10,15,-2,37,15.07853985,21.33419037,36.71982574
OcN76,19,10,2016,37.34765,-1.655026,12,Mixed,1,2016,10,15,-2,37,15.07853985,21.33419037,36.71982574
OcN79,19,10,2016,37.293681,-1.701046,12,Mixed,1,2016,10,15,-2,37,15.07853985,21.33419037,36.71982574
OcN80,22,3,2017,37.293681,-1.701046,12,Mixed,1,2017,3,15,-2,37,15.07853985,15.24406242,36.86333466
OcN81,12,5,2017,37.34765,-1.655026,12,Mixed,1,2017,5,15,-2,37,15.07853985,18.12647247,36.8078804
OcN82,19,10,2016,36.747087,-3.226686,7,Phanerogams     ,1,2016,10,15,-3,37,5.021589756,21.16963196,36.66201401
OcN83,20,10,2016,36.74866,-3.853931,10,Mixed,1,2016,10,15,-4,37,5.021589756,20.67265892,36.60414124
OcN85,19,10,2016,38.63382,0.070328,12,Phanerogams     ,1,2016,10,15,0,39,15.07853985,23.50820351,37.34897614
OcN86,13,2,2017,38.679415,0.12376,14,Phanerogams     ,1,2017,2,15,0,39,15.07853985,14.4187336,37.89328003
OcN88,27,2,2017,39.460649,-0.312266,8,Others,1,2017,2,15,0,39,5.021589756,14.38997746,37.82825851
OcN89,27,10,2017,41.707964,2.908635,10,Phanerogams     ,1,2017,10,15,3,42,5.021589756,19.55779457,37.80544281
OcN90,12,11,2017,41.707964,2.908635,10,Phanerogams     ,1,2017,11,15,3,42,5.021589756,16.36406517,37.9590683
OcN91,11,1,2018,41.707964,2.908635,10,Phanerogams     ,1,2018,1,15,3,42,5.021589756,13.54775906,38.12898254
OcN100,8,8,2017,37.533551,-1.29307,"1,5",Phanerogams     ,1,2017,8,15,-1,38,5.021589756,25.89585304,37.07064819
OcN101,26,8,2017,37.299822,-1.708531,10,Phanerogams     ,1,2017,8,15,-2,37,5.021589756,24.32584,36.84439468
OcN104,2,8,2017,39.896976,0.682954,35,Others,1,2017,8,15,1,40,35.27828979,18.21021271,37.95197296
OcN105,3,8,2017,39.890652,0.668129,25,Mixed,1,2017,8,15,1,40,25.16045952,21.78630829,37.7623558
OcN106,3,8,2017,39.873567,0.670795,"27,5",Mixed,1,2017,8,15,1,40,25.16045952,21.78630829,37.7623558
OcN107,4,8,2017,39.849889,0.67315,15,Phanerogams     ,1,2017,8,15,1,40,15.07853985,25.79388237,37.63044739
OcN109,7,8,2017,39.897008,0.691027,35,Others,1,2017,8,15,1,40,35.27828979,18.21021271,37.95197296
OcN110,21,10,2017,39.897008,0.691027,35,Others,1,2017,10,15,1,40,35.27828979,17.61646843,37.21412659
OcInt34,20,6,2017,38.237607,15.251925,"7,5",Sandy,1,2017,6,15,15,38,5.021589756,23.43735695,37.98140335
OcInt35,15,6,2017,38.141434,15.056646,5,Sandy,1,2017,6,15,15,38,5.021589756,23.43735695,37.98140335
OcInt36,20,12,2017,38.260997,15.627224,"0,5",Mixed,1,2017,12,15,16,38,5.021589756,16.68597412,38.251297
OcInt37,26,1,2018,38.267921,15.636245,"0,5",Sandy,1,2018,1,15,16,38,5.021589756,15.50988674,38.37723541
OcInt101,25,9,2017,41.905522,8.694518,5,,1,2017,9,15,9,42,5.021589756,22.49302483,38.44830704
OcInt102,28,10,2017,41.910896,8.726474,5,,1,2017,10,15,9,42,5.021589756,20.57580376,38.4470787
OcInt103,19,11,2017,41.907026,8.682404,5,,1,2017,11,15,9,42,5.021589756,17.81672668,38.45812988
OcInt104,19,11,2017,41.906204,8.677863,5,,1,2017,11,15,9,42,5.021589756,17.81672668,38.45812988
OcInt105,24,12,2017,41.900904,8.619585,5,,1,2017,12,15,9,42,5.021589756,15.07443333,38.358284
OcInt106,4,1,2018,41.926829,8.742849,5,,1,2018,1,15,9,42,5.021589756,13.96421432,38.41815567
OcInt119,13,4,2018,40.7388889,13.96972222,10,,1,2018,4,15,14,41,5.021589756,14.579813,38.2303772
OcInt120,13,4,2018,40.7625,13.88944444,10,,1,2018,4,15,14,41,5.021589756,14.579813,38.2303772
OcInt121,13,4,2018,40.7325,13.85416667,10,,1,2018,4,15,14,41,5.021589756,14.579813,38.2303772
OcN1003,5,4,2018,42.292812,3.290981,"2,1",Phanerogams     ,1,2018,4,5,3,42,2.1,14,38.36
OcN1004,6,4,2018,42.25226,3.257328,8,Phanerogams     ,1,2018,4,6,3,42,8,14,38.09
OcN1005,6,4,2018,42.249595,3.229831,"6,3",Phanerogams     ,1,2018,4,6,3,42,6.3,14,38.09
OcN1006,13,4,2018,42.239718,3.20726,"4,2",Phanerogams     ,1,2018,4,13,3,42,4.2,15,38.03
OcN1007,20,4,2018,42.245791,3.196033,"5,8",Phanerogams     ,1,2018,4,20,3,42,5.8,15,37.97
OcN1008,18,5,2018,42.292812,3.290981,"2,1",Phanerogams     ,1,2018,5,18,3,42,2.1,16,38.08
OcN1009,23,5,2018,42.287728,3.279689,6,Phanerogams     ,1,2018,5,23,3,42,6,16,38.14
OcInt122,15,2,2017,40.744,13.976321,5,Phanerogams     ,1,2017,2,15,13,40,5,22,37
10001,22,2,2018,42.406722,3.156816,5,Phanerogams,0,2018,2,15,3,42,5.021589756,13.00435257,38.16822815
10002,29,3,2018,42.2802,3.29,8,Phanerogams,0,2018,3,29,3,42,5.021589756,11,38.44
